Tree	Tree_taxa	RefTree_taxa	Common_taxa	R-F	R-F_toYuleAvg	R-F_toUnifAvg
24139	109	109	109	93.0000	0.8791	0.8785
24140	109	109	109	93.0000	0.8791	0.8785
24141	109	109	109	93.0000	0.8791	0.8785
24142	109	109	109	93.0000	0.8791	0.8785
24143	109	109	109	93.0000	0.8791	0.8785
24144	109	109	109	93.0000	0.8791	0.8785
24145	109	109	109	93.0000	0.8791	0.8785
24146	109	109	109	91.0000	0.8602	0.8596
24147	109	109	109	93.0000	0.8791	0.8785
24148	109	109	109	93.0000	0.8791	0.8785
24149	109	109	109	93.0000	0.8791	0.8785
24150	109	109	109	93.0000	0.8791	0.8785
24151	109	109	109	93.0000	0.8791	0.8785
24152	109	109	109	93.0000	0.8791	0.8785
24153	109	109	109	93.0000	0.8791	0.8785
24154	109	109	109	93.0000	0.8791	0.8785
24155	109	109	109	92.0000	0.8697	0.8691
24156	109	109	109	92.0000	0.8697	0.8691
24157	109	109	109	93.0000	0.8791	0.8785
24158	109	109	109	93.0000	0.8791	0.8785
24159	109	109	109	93.0000	0.8791	0.8785
24160	109	109	109	93.0000	0.8791	0.8785
24161	109	109	109	92.0000	0.8697	0.8691
24162	109	109	109	93.0000	0.8791	0.8785
24163	109	109	109	93.0000	0.8791	0.8785
24164	109	109	109	93.0000	0.8791	0.8785
24165	109	109	109	93.0000	0.8791	0.8785
24166	109	109	109	93.0000	0.8791	0.8785
24167	109	109	109	93.0000	0.8791	0.8785
24168	109	109	109	93.0000	0.8791	0.8785
24169	109	109	109	93.0000	0.8791	0.8785
24170	109	109	109	93.0000	0.8791	0.8785
24171	109	109	109	93.0000	0.8791	0.8785
24172	109	109	109	93.0000	0.8791	0.8785
24173	109	109	109	93.0000	0.8791	0.8785
24174	109	109	109	93.0000	0.8791	0.8785
24175	109	109	109	93.0000	0.8791	0.8785
24176	109	109	109	91.0000	0.8602	0.8596
24177	109	109	109	93.0000	0.8791	0.8785
24178	109	109	109	93.0000	0.8791	0.8785
24179	109	109	109	93.0000	0.8791	0.8785
24180	109	109	109	93.0000	0.8791	0.8785
24181	109	109	109	93.0000	0.8791	0.8785
24182	109	109	109	93.0000	0.8791	0.8785
24183	109	109	109	92.0000	0.8697	0.8691
24184	109	109	109	93.0000	0.8791	0.8785
24185	109	109	109	93.0000	0.8791	0.8785
24186	109	109	109	93.0000	0.8791	0.8785
24187	109	109	109	93.0000	0.8791	0.8785
24188	109	109	109	93.0000	0.8791	0.8785
24189	109	109	109	93.0000	0.8791	0.8785
24190	109	109	109	93.0000	0.8791	0.8785
24191	109	109	109	93.0000	0.8791	0.8785
24192	109	109	109	93.0000	0.8791	0.8785
24193	109	109	109	91.0000	0.8602	0.8596
24194	109	109	109	93.0000	0.8791	0.8785
24195	109	109	109	93.0000	0.8791	0.8785
24196	109	109	109	93.0000	0.8791	0.8785
24197	109	109	109	92.0000	0.8697	0.8691
24198	109	109	109	93.0000	0.8791	0.8785
24199	109	109	109	93.0000	0.8791	0.8785
24200	109	109	109	93.0000	0.8791	0.8785
24201	109	109	109	92.0000	0.8697	0.8691
24202	109	109	109	91.0000	0.8602	0.8596
24203	109	109	109	91.0000	0.8602	0.8596
24204	109	109	109	93.0000	0.8791	0.8785
24205	109	109	109	92.0000	0.8697	0.8691
24206	109	109	109	93.0000	0.8791	0.8785
24207	109	109	109	93.0000	0.8791	0.8785
24208	109	109	109	93.0000	0.8791	0.8785
24209	109	109	109	93.0000	0.8791	0.8785
24210	109	109	109	93.0000	0.8791	0.8785
24211	109	109	109	93.0000	0.8791	0.8785
24212	109	109	109	93.0000	0.8791	0.8785
24213	109	109	109	93.0000	0.8791	0.8785
24214	109	109	109	93.0000	0.8791	0.8785
24215	109	109	109	93.0000	0.8791	0.8785
24216	109	109	109	93.0000	0.8791	0.8785
24217	109	109	109	93.0000	0.8791	0.8785
24218	109	109	109	93.0000	0.8791	0.8785
24219	109	109	109	92.0000	0.8697	0.8691
24220	109	109	109	93.0000	0.8791	0.8785
24221	109	109	109	93.0000	0.8791	0.8785
24222	109	109	109	93.0000	0.8791	0.8785
24223	109	109	109	92.0000	0.8697	0.8691
24224	109	109	109	93.0000	0.8791	0.8785
24225	109	109	109	93.0000	0.8791	0.8785
24226	109	109	109	93.0000	0.8791	0.8785
24227	109	109	109	93.0000	0.8791	0.8785
24228	109	109	109	93.0000	0.8791	0.8785
24229	109	109	109	93.0000	0.8791	0.8785
24230	109	109	109	93.0000	0.8791	0.8785
24231	109	109	109	93.0000	0.8791	0.8785
24232	109	109	109	93.0000	0.8791	0.8785
24233	109	109	109	91.0000	0.8602	0.8596
24234	109	109	109	93.0000	0.8791	0.8785
24235	109	109	109	92.0000	0.8697	0.8691
24236	109	109	109	93.0000	0.8791	0.8785
24237	109	109	109	93.0000	0.8791	0.8785
24238	109	109	109	93.0000	0.8791	0.8785
24239	109	109	109	93.0000	0.8791	0.8785
24240	109	109	109	93.0000	0.8791	0.8785
24241	109	109	109	93.0000	0.8791	0.8785
24242	109	109	109	93.0000	0.8791	0.8785
24243	109	109	109	93.0000	0.8791	0.8785
24244	109	109	109	92.0000	0.8697	0.8691
24245	109	109	109	93.0000	0.8791	0.8785
24246	109	109	109	93.0000	0.8791	0.8785
24247	109	109	109	93.0000	0.8791	0.8785
24248	109	109	109	92.0000	0.8697	0.8691
24249	109	109	109	93.0000	0.8791	0.8785
24250	109	109	109	93.0000	0.8791	0.8785
24251	109	109	109	93.0000	0.8791	0.8785
24252	109	109	109	93.0000	0.8791	0.8785
24253	109	109	109	93.0000	0.8791	0.8785
24254	109	109	109	91.0000	0.8602	0.8596
24255	109	109	109	92.0000	0.8697	0.8691
24256	109	109	109	93.0000	0.8791	0.8785
24257	109	109	109	93.0000	0.8791	0.8785
24258	109	109	109	93.0000	0.8791	0.8785
24259	109	109	109	92.0000	0.8697	0.8691
24260	109	109	109	93.0000	0.8791	0.8785
24261	109	109	109	93.0000	0.8791	0.8785
24262	109	109	109	93.0000	0.8791	0.8785
24263	109	109	109	93.0000	0.8791	0.8785
24264	109	109	109	93.0000	0.8791	0.8785
24265	109	109	109	93.0000	0.8791	0.8785
24266	109	109	109	92.0000	0.8697	0.8691
24267	109	109	109	93.0000	0.8791	0.8785
24268	109	109	109	93.0000	0.8791	0.8785
24269	109	109	109	92.0000	0.8697	0.8691
24270	109	109	109	93.0000	0.8791	0.8785
24271	109	109	109	93.0000	0.8791	0.8785
24272	109	109	109	92.0000	0.8697	0.8691
24273	109	109	109	93.0000	0.8791	0.8785
24274	109	109	109	93.0000	0.8791	0.8785
24275	109	109	109	93.0000	0.8791	0.8785
24276	109	109	109	93.0000	0.8791	0.8785
24277	109	109	109	93.0000	0.8791	0.8785
24278	109	109	109	92.0000	0.8697	0.8691
24279	109	109	109	93.0000	0.8791	0.8785
24280	109	109	109	92.0000	0.8697	0.8691
24281	109	109	109	92.0000	0.8697	0.8691
24282	109	109	109	93.0000	0.8791	0.8785
24283	109	109	109	92.0000	0.8697	0.8691
24284	109	109	109	93.0000	0.8791	0.8785
24285	109	109	109	93.0000	0.8791	0.8785
24286	109	109	109	92.0000	0.8697	0.8691
24287	109	109	109	92.0000	0.8697	0.8691
24288	109	109	109	93.0000	0.8791	0.8785
24289	109	109	109	92.0000	0.8697	0.8691
24290	109	109	109	92.0000	0.8697	0.8691
24291	109	109	109	92.0000	0.8697	0.8691
24292	109	109	109	93.0000	0.8791	0.8785
24293	109	109	109	93.0000	0.8791	0.8785
24294	109	109	109	93.0000	0.8791	0.8785
24295	109	109	109	93.0000	0.8791	0.8785
24296	109	109	109	93.0000	0.8791	0.8785
24297	109	109	109	91.0000	0.8602	0.8596
24298	109	109	109	91.0000	0.8602	0.8596
24299	109	109	109	92.0000	0.8697	0.8691
24300	109	109	109	92.0000	0.8697	0.8691
24301	109	109	109	92.0000	0.8697	0.8691
24302	109	109	109	92.0000	0.8697	0.8691
24303	109	109	109	93.0000	0.8791	0.8785
24304	109	109	109	92.0000	0.8697	0.8691
24305	109	109	109	93.0000	0.8791	0.8785
24306	109	109	109	93.0000	0.8791	0.8785
24307	109	109	109	93.0000	0.8791	0.8785
24308	109	109	109	93.0000	0.8791	0.8785
24309	109	109	109	92.0000	0.8697	0.8691
24310	109	109	109	93.0000	0.8791	0.8785
24311	109	109	109	93.0000	0.8791	0.8785
24312	109	109	109	93.0000	0.8791	0.8785
24313	109	109	109	93.0000	0.8791	0.8785
24314	109	109	109	92.0000	0.8697	0.8691
24315	109	109	109	92.0000	0.8697	0.8691
24316	109	109	109	91.0000	0.8602	0.8596
24317	109	109	109	93.0000	0.8791	0.8785
24318	109	109	109	93.0000	0.8791	0.8785
24319	109	109	109	92.0000	0.8697	0.8691
24320	109	109	109	93.0000	0.8791	0.8785
24321	109	109	109	93.0000	0.8791	0.8785
24322	109	109	109	93.0000	0.8791	0.8785
24323	109	109	109	93.0000	0.8791	0.8785
24324	109	109	109	93.0000	0.8791	0.8785
24325	109	109	109	93.0000	0.8791	0.8785
24326	109	109	109	93.0000	0.8791	0.8785
24327	109	109	109	93.0000	0.8791	0.8785
24328	109	109	109	93.0000	0.8791	0.8785
24329	109	109	109	92.0000	0.8697	0.8691
24330	109	109	109	93.0000	0.8791	0.8785
24331	109	109	109	93.0000	0.8791	0.8785
24332	109	109	109	93.0000	0.8791	0.8785
24333	109	109	109	93.0000	0.8791	0.8785
24334	109	109	109	93.0000	0.8791	0.8785
24335	109	109	109	91.0000	0.8602	0.8596
24336	109	109	109	93.0000	0.8791	0.8785
24337	109	109	109	93.0000	0.8791	0.8785
24338	109	109	109	91.0000	0.8602	0.8596
24339	109	109	109	93.0000	0.8791	0.8785
24340	109	109	109	93.0000	0.8791	0.8785
24341	109	109	109	93.0000	0.8791	0.8785
24342	109	109	109	93.0000	0.8791	0.8785
24343	109	109	109	93.0000	0.8791	0.8785
24344	109	109	109	91.0000	0.8602	0.8596
24345	109	109	109	93.0000	0.8791	0.8785
24346	109	109	109	93.0000	0.8791	0.8785
24347	109	109	109	93.0000	0.8791	0.8785
24348	109	109	109	93.0000	0.8791	0.8785
24349	109	109	109	93.0000	0.8791	0.8785
24350	109	109	109	91.0000	0.8602	0.8596
24351	109	109	109	93.0000	0.8791	0.8785
24352	109	109	109	93.0000	0.8791	0.8785
24353	109	109	109	92.0000	0.8697	0.8691
24354	109	109	109	92.0000	0.8697	0.8691
24355	109	109	109	93.0000	0.8791	0.8785
24356	109	109	109	93.0000	0.8791	0.8785
24357	109	109	109	93.0000	0.8791	0.8785
24358	109	109	109	93.0000	0.8791	0.8785
24359	109	109	109	93.0000	0.8791	0.8785
24360	109	109	109	93.0000	0.8791	0.8785
24361	109	109	109	92.0000	0.8697	0.8691
24362	109	109	109	92.0000	0.8697	0.8691
24363	109	109	109	93.0000	0.8791	0.8785
24364	109	109	109	93.0000	0.8791	0.8785
24365	109	109	109	92.0000	0.8697	0.8691
24366	109	109	109	93.0000	0.8791	0.8785
24367	109	109	109	92.0000	0.8697	0.8691
24368	109	109	109	93.0000	0.8791	0.8785
24369	109	109	109	93.0000	0.8791	0.8785
24370	109	109	109	93.0000	0.8791	0.8785
24371	109	109	109	93.0000	0.8791	0.8785
24372	109	109	109	93.0000	0.8791	0.8785
24373	109	109	109	93.0000	0.8791	0.8785
24374	109	109	109	92.0000	0.8697	0.8691
24375	109	109	109	92.0000	0.8697	0.8691
24376	109	109	109	93.0000	0.8791	0.8785
24377	109	109	109	93.0000	0.8791	0.8785
24378	109	109	109	93.0000	0.8791	0.8785
24379	109	109	109	92.0000	0.8697	0.8691
24380	109	109	109	93.0000	0.8791	0.8785
24381	109	109	109	93.0000	0.8791	0.8785
24382	109	109	109	93.0000	0.8791	0.8785
24383	109	109	109	93.0000	0.8791	0.8785
24384	109	109	109	93.0000	0.8791	0.8785
24385	109	109	109	93.0000	0.8791	0.8785
24386	109	109	109	93.0000	0.8791	0.8785
24387	109	109	109	92.0000	0.8697	0.8691
24388	109	109	109	93.0000	0.8791	0.8785
24389	109	109	109	93.0000	0.8791	0.8785
24390	109	109	109	93.0000	0.8791	0.8785
24391	109	109	109	92.0000	0.8697	0.8691
24392	109	109	109	93.0000	0.8791	0.8785
24393	109	109	109	93.0000	0.8791	0.8785
24394	109	109	109	93.0000	0.8791	0.8785
24395	109	109	109	93.0000	0.8791	0.8785
24396	109	109	109	93.0000	0.8791	0.8785
24397	109	109	109	92.0000	0.8697	0.8691
24398	109	109	109	93.0000	0.8791	0.8785
24399	109	109	109	93.0000	0.8791	0.8785
24400	109	109	109	93.0000	0.8791	0.8785
24401	109	109	109	91.0000	0.8602	0.8596
24402	109	109	109	93.0000	0.8791	0.8785
24403	109	109	109	93.0000	0.8791	0.8785
24404	109	109	109	93.0000	0.8791	0.8785
24405	109	109	109	93.0000	0.8791	0.8785
24406	109	109	109	93.0000	0.8791	0.8785
24407	109	109	109	93.0000	0.8791	0.8785
24408	109	109	109	93.0000	0.8791	0.8785
24409	109	109	109	93.0000	0.8791	0.8785
24410	109	109	109	92.0000	0.8697	0.8691
24411	109	109	109	93.0000	0.8791	0.8785
24412	109	109	109	93.0000	0.8791	0.8785
24413	109	109	109	93.0000	0.8791	0.8785
24414	109	109	109	93.0000	0.8791	0.8785
24415	109	109	109	93.0000	0.8791	0.8785
24416	109	109	109	93.0000	0.8791	0.8785
24417	109	109	109	91.0000	0.8602	0.8596
24418	109	109	109	93.0000	0.8791	0.8785
24419	109	109	109	93.0000	0.8791	0.8785
24420	109	109	109	93.0000	0.8791	0.8785
24421	109	109	109	93.0000	0.8791	0.8785
24422	109	109	109	93.0000	0.8791	0.8785
24423	109	109	109	93.0000	0.8791	0.8785
24424	109	109	109	93.0000	0.8791	0.8785
24425	109	109	109	93.0000	0.8791	0.8785
24426	109	109	109	93.0000	0.8791	0.8785
24427	109	109	109	93.0000	0.8791	0.8785
24428	109	109	109	93.0000	0.8791	0.8785
24429	109	109	109	92.0000	0.8697	0.8691
24430	109	109	109	93.0000	0.8791	0.8785
24431	109	109	109	93.0000	0.8791	0.8785
24432	109	109	109	93.0000	0.8791	0.8785
24433	109	109	109	93.0000	0.8791	0.8785
24434	109	109	109	93.0000	0.8791	0.8785
24435	109	109	109	93.0000	0.8791	0.8785
24436	109	109	109	93.0000	0.8791	0.8785
24437	109	109	109	93.0000	0.8791	0.8785
24438	109	109	109	93.0000	0.8791	0.8785
24439	109	109	109	92.0000	0.8697	0.8691
24440	109	109	109	92.0000	0.8697	0.8691
24441	109	109	109	93.0000	0.8791	0.8785
24442	109	109	109	93.0000	0.8791	0.8785
24443	109	109	109	93.0000	0.8791	0.8785
24444	109	109	109	93.0000	0.8791	0.8785
24445	109	109	109	93.0000	0.8791	0.8785
24446	109	109	109	91.0000	0.8602	0.8596
24447	109	109	109	92.0000	0.8697	0.8691
24448	109	109	109	93.0000	0.8791	0.8785
24449	109	109	109	93.0000	0.8791	0.8785
24450	109	109	109	93.0000	0.8791	0.8785
24451	109	109	109	92.0000	0.8697	0.8691
24452	109	109	109	93.0000	0.8791	0.8785
24453	109	109	109	93.0000	0.8791	0.8785
24454	109	109	109	93.0000	0.8791	0.8785
24455	109	109	109	93.0000	0.8791	0.8785
24456	109	109	109	93.0000	0.8791	0.8785
24457	109	109	109	93.0000	0.8791	0.8785
24458	109	109	109	93.0000	0.8791	0.8785
24459	109	109	109	93.0000	0.8791	0.8785
24460	109	109	109	93.0000	0.8791	0.8785
24461	109	109	109	92.0000	0.8697	0.8691
24462	109	109	109	93.0000	0.8791	0.8785
24463	109	109	109	93.0000	0.8791	0.8785
24464	109	109	109	93.0000	0.8791	0.8785
24465	109	109	109	93.0000	0.8791	0.8785
24466	109	109	109	93.0000	0.8791	0.8785
24467	109	109	109	93.0000	0.8791	0.8785
24468	109	109	109	93.0000	0.8791	0.8785
24469	109	109	109	93.0000	0.8791	0.8785
24470	109	109	109	93.0000	0.8791	0.8785
24471	109	109	109	93.0000	0.8791	0.8785
24472	109	109	109	93.0000	0.8791	0.8785
24473	109	109	109	92.0000	0.8697	0.8691
24474	109	109	109	93.0000	0.8791	0.8785
24475	109	109	109	91.0000	0.8602	0.8596
24476	109	109	109	93.0000	0.8791	0.8785
24477	109	109	109	93.0000	0.8791	0.8785
24478	109	109	109	93.0000	0.8791	0.8785
24479	109	109	109	93.0000	0.8791	0.8785
24480	109	109	109	92.0000	0.8697	0.8691
24481	109	109	109	93.0000	0.8791	0.8785
24482	109	109	109	93.0000	0.8791	0.8785
24483	109	109	109	93.0000	0.8791	0.8785
24484	109	109	109	93.0000	0.8791	0.8785
24485	109	109	109	93.0000	0.8791	0.8785
24486	109	109	109	93.0000	0.8791	0.8785
24487	109	109	109	93.0000	0.8791	0.8785
24488	109	109	109	93.0000	0.8791	0.8785
24489	109	109	109	92.0000	0.8697	0.8691
24490	109	109	109	92.0000	0.8697	0.8691
24491	109	109	109	93.0000	0.8791	0.8785
24492	109	109	109	93.0000	0.8791	0.8785
24493	109	109	109	93.0000	0.8791	0.8785
24494	109	109	109	92.0000	0.8697	0.8691
24495	109	109	109	93.0000	0.8791	0.8785
24496	109	109	109	93.0000	0.8791	0.8785
24497	109	109	109	93.0000	0.8791	0.8785
24498	109	109	109	93.0000	0.8791	0.8785
24499	109	109	109	93.0000	0.8791	0.8785
24500	109	109	109	93.0000	0.8791	0.8785
24501	109	109	109	92.0000	0.8697	0.8691
24502	109	109	109	93.0000	0.8791	0.8785
24503	109	109	109	92.0000	0.8697	0.8691
24504	109	109	109	93.0000	0.8791	0.8785
24505	109	109	109	93.0000	0.8791	0.8785
24506	109	109	109	93.0000	0.8791	0.8785
24507	109	109	109	93.0000	0.8791	0.8785
24508	109	109	109	93.0000	0.8791	0.8785
24509	109	109	109	93.0000	0.8791	0.8785
24510	109	109	109	93.0000	0.8791	0.8785
24511	109	109	109	93.0000	0.8791	0.8785
24512	109	109	109	92.0000	0.8697	0.8691
24513	109	109	109	93.0000	0.8791	0.8785
24514	109	109	109	93.0000	0.8791	0.8785
24515	109	109	109	93.0000	0.8791	0.8785
24516	109	109	109	92.0000	0.8697	0.8691
24517	109	109	109	93.0000	0.8791	0.8785
24518	109	109	109	93.0000	0.8791	0.8785
24519	109	109	109	93.0000	0.8791	0.8785
24520	109	109	109	92.0000	0.8697	0.8691
24521	109	109	109	93.0000	0.8791	0.8785
24522	109	109	109	92.0000	0.8697	0.8691
24523	109	109	109	93.0000	0.8791	0.8785
24524	109	109	109	93.0000	0.8791	0.8785
24525	109	109	109	93.0000	0.8791	0.8785
24526	109	109	109	93.0000	0.8791	0.8785
24527	109	109	109	93.0000	0.8791	0.8785
24528	109	109	109	93.0000	0.8791	0.8785
24529	109	109	109	93.0000	0.8791	0.8785
24530	109	109	109	92.0000	0.8697	0.8691
24531	109	109	109	93.0000	0.8791	0.8785
24532	109	109	109	92.0000	0.8697	0.8691
24533	109	109	109	93.0000	0.8791	0.8785
24534	109	109	109	93.0000	0.8791	0.8785
24535	109	109	109	93.0000	0.8791	0.8785
24536	109	109	109	93.0000	0.8791	0.8785
24537	109	109	109	93.0000	0.8791	0.8785
24538	109	109	109	93.0000	0.8791	0.8785
24539	109	109	109	93.0000	0.8791	0.8785
24540	109	109	109	93.0000	0.8791	0.8785
24541	109	109	109	93.0000	0.8791	0.8785
24542	109	109	109	93.0000	0.8791	0.8785
24543	109	109	109	93.0000	0.8791	0.8785
24544	109	109	109	93.0000	0.8791	0.8785
24545	109	109	109	93.0000	0.8791	0.8785
24546	109	109	109	93.0000	0.8791	0.8785
24547	109	109	109	93.0000	0.8791	0.8785
24548	109	109	109	93.0000	0.8791	0.8785
24549	109	109	109	92.0000	0.8697	0.8691
24550	109	109	109	93.0000	0.8791	0.8785
24551	109	109	109	92.0000	0.8697	0.8691
24552	109	109	109	93.0000	0.8791	0.8785
24553	109	109	109	93.0000	0.8791	0.8785
24554	109	109	109	93.0000	0.8791	0.8785
24555	109	109	109	93.0000	0.8791	0.8785
24556	109	109	109	92.0000	0.8697	0.8691
24557	109	109	109	93.0000	0.8791	0.8785
24558	109	109	109	91.0000	0.8602	0.8596
24559	109	109	109	93.0000	0.8791	0.8785
24560	109	109	109	91.0000	0.8602	0.8596
24561	109	109	109	93.0000	0.8791	0.8785
24562	109	109	109	93.0000	0.8791	0.8785
24563	109	109	109	93.0000	0.8791	0.8785
24564	109	109	109	93.0000	0.8791	0.8785
24565	109	109	109	93.0000	0.8791	0.8785
24566	109	109	109	93.0000	0.8791	0.8785
24567	109	109	109	91.0000	0.8602	0.8596
24568	109	109	109	93.0000	0.8791	0.8785
24569	109	109	109	93.0000	0.8791	0.8785
24570	109	109	109	92.0000	0.8697	0.8691
24571	109	109	109	92.0000	0.8697	0.8691
24572	109	109	109	92.0000	0.8697	0.8691
24573	109	109	109	93.0000	0.8791	0.8785
24574	109	109	109	93.0000	0.8791	0.8785
24575	109	109	109	93.0000	0.8791	0.8785
24576	109	109	109	93.0000	0.8791	0.8785
24577	109	109	109	93.0000	0.8791	0.8785
24578	109	109	109	93.0000	0.8791	0.8785
24579	109	109	109	93.0000	0.8791	0.8785
24580	109	109	109	93.0000	0.8791	0.8785
24581	109	109	109	93.0000	0.8791	0.8785
24582	109	109	109	93.0000	0.8791	0.8785
24583	109	109	109	93.0000	0.8791	0.8785
24584	109	109	109	93.0000	0.8791	0.8785
24585	109	109	109	92.0000	0.8697	0.8691
24586	109	109	109	92.0000	0.8697	0.8691
24587	109	109	109	92.0000	0.8697	0.8691
24588	109	109	109	93.0000	0.8791	0.8785
24589	109	109	109	93.0000	0.8791	0.8785
24590	109	109	109	92.0000	0.8697	0.8691
24591	109	109	109	93.0000	0.8791	0.8785
24592	109	109	109	93.0000	0.8791	0.8785
24593	109	109	109	93.0000	0.8791	0.8785
24594	109	109	109	93.0000	0.8791	0.8785
24595	109	109	109	92.0000	0.8697	0.8691
24596	109	109	109	93.0000	0.8791	0.8785
24597	109	109	109	93.0000	0.8791	0.8785
24598	109	109	109	92.0000	0.8697	0.8691
24599	109	109	109	93.0000	0.8791	0.8785
24600	109	109	109	93.0000	0.8791	0.8785
24601	109	109	109	93.0000	0.8791	0.8785
24602	109	109	109	91.0000	0.8602	0.8596
24603	109	109	109	92.0000	0.8697	0.8691
24604	109	109	109	93.0000	0.8791	0.8785
24605	109	109	109	93.0000	0.8791	0.8785
24606	109	109	109	93.0000	0.8791	0.8785
24607	109	109	109	92.0000	0.8697	0.8691
24608	109	109	109	93.0000	0.8791	0.8785
24609	109	109	109	93.0000	0.8791	0.8785
24610	109	109	109	93.0000	0.8791	0.8785
24611	109	109	109	92.0000	0.8697	0.8691
24612	109	109	109	93.0000	0.8791	0.8785
24613	109	109	109	93.0000	0.8791	0.8785
24614	109	109	109	93.0000	0.8791	0.8785
24615	109	109	109	93.0000	0.8791	0.8785
24616	109	109	109	92.0000	0.8697	0.8691
24617	109	109	109	93.0000	0.8791	0.8785
24618	109	109	109	93.0000	0.8791	0.8785
24619	109	109	109	93.0000	0.8791	0.8785
24620	109	109	109	93.0000	0.8791	0.8785
24621	109	109	109	93.0000	0.8791	0.8785
24622	109	109	109	93.0000	0.8791	0.8785
24623	109	109	109	93.0000	0.8791	0.8785
24624	109	109	109	93.0000	0.8791	0.8785
24625	109	109	109	93.0000	0.8791	0.8785
24626	109	109	109	93.0000	0.8791	0.8785
24627	109	109	109	93.0000	0.8791	0.8785
24628	109	109	109	93.0000	0.8791	0.8785
24629	109	109	109	93.0000	0.8791	0.8785
24630	109	109	109	93.0000	0.8791	0.8785
24631	109	109	109	93.0000	0.8791	0.8785
24632	109	109	109	93.0000	0.8791	0.8785
24633	109	109	109	91.0000	0.8602	0.8596
24634	109	109	109	93.0000	0.8791	0.8785
24635	109	109	109	92.0000	0.8697	0.8691
24636	109	109	109	93.0000	0.8791	0.8785
24637	109	109	109	93.0000	0.8791	0.8785
24638	109	109	109	93.0000	0.8791	0.8785
24639	109	109	109	93.0000	0.8791	0.8785
24640	109	109	109	93.0000	0.8791	0.8785
24641	109	109	109	93.0000	0.8791	0.8785
24642	109	109	109	93.0000	0.8791	0.8785
24643	109	109	109	93.0000	0.8791	0.8785
24644	109	109	109	93.0000	0.8791	0.8785
24645	109	109	109	93.0000	0.8791	0.8785
24646	109	109	109	93.0000	0.8791	0.8785
24647	109	109	109	93.0000	0.8791	0.8785
24648	109	109	109	92.0000	0.8697	0.8691
24649	109	109	109	93.0000	0.8791	0.8785
24650	109	109	109	93.0000	0.8791	0.8785
24651	109	109	109	93.0000	0.8791	0.8785
24652	109	109	109	93.0000	0.8791	0.8785
24653	109	109	109	93.0000	0.8791	0.8785
24654	109	109	109	93.0000	0.8791	0.8785
24655	109	109	109	92.0000	0.8697	0.8691
24656	109	109	109	93.0000	0.8791	0.8785
24657	109	109	109	92.0000	0.8697	0.8691
24658	109	109	109	92.0000	0.8697	0.8691
24659	109	109	109	93.0000	0.8791	0.8785
24660	109	109	109	93.0000	0.8791	0.8785
24661	109	109	109	93.0000	0.8791	0.8785
24662	109	109	109	92.0000	0.8697	0.8691
24663	109	109	109	93.0000	0.8791	0.8785
24664	109	109	109	93.0000	0.8791	0.8785
24665	109	109	109	91.0000	0.8602	0.8596
24666	109	109	109	93.0000	0.8791	0.8785
24667	109	109	109	93.0000	0.8791	0.8785
24668	109	109	109	93.0000	0.8791	0.8785
24669	109	109	109	93.0000	0.8791	0.8785
24670	109	109	109	93.0000	0.8791	0.8785
24671	109	109	109	92.0000	0.8697	0.8691
24672	109	109	109	93.0000	0.8791	0.8785
24673	109	109	109	93.0000	0.8791	0.8785
24674	109	109	109	92.0000	0.8697	0.8691
24675	109	109	109	93.0000	0.8791	0.8785
24676	109	109	109	93.0000	0.8791	0.8785
24677	109	109	109	92.0000	0.8697	0.8691
24678	109	109	109	93.0000	0.8791	0.8785
24679	109	109	109	92.0000	0.8697	0.8691
24680	109	109	109	93.0000	0.8791	0.8785
24681	109	109	109	93.0000	0.8791	0.8785
24682	109	109	109	93.0000	0.8791	0.8785
24683	109	109	109	92.0000	0.8697	0.8691
24684	109	109	109	92.0000	0.8697	0.8691
24685	109	109	109	93.0000	0.8791	0.8785
24686	109	109	109	93.0000	0.8791	0.8785
24687	109	109	109	93.0000	0.8791	0.8785
24688	109	109	109	93.0000	0.8791	0.8785
24689	109	109	109	92.0000	0.8697	0.8691
24690	109	109	109	93.0000	0.8791	0.8785
24691	109	109	109	93.0000	0.8791	0.8785
24692	109	109	109	93.0000	0.8791	0.8785
24693	109	109	109	93.0000	0.8791	0.8785
24694	109	109	109	93.0000	0.8791	0.8785
24695	109	109	109	93.0000	0.8791	0.8785
24696	109	109	109	92.0000	0.8697	0.8691
24697	109	109	109	93.0000	0.8791	0.8785
24698	109	109	109	93.0000	0.8791	0.8785
24699	109	109	109	93.0000	0.8791	0.8785
24700	109	109	109	93.0000	0.8791	0.8785
24701	109	109	109	93.0000	0.8791	0.8785
24702	109	109	109	92.0000	0.8697	0.8691
24703	109	109	109	93.0000	0.8791	0.8785
24704	109	109	109	93.0000	0.8791	0.8785
24705	109	109	109	92.0000	0.8697	0.8691
24706	109	109	109	93.0000	0.8791	0.8785
24707	109	109	109	93.0000	0.8791	0.8785
24708	109	109	109	92.0000	0.8697	0.8691
24709	109	109	109	93.0000	0.8791	0.8785
24710	109	109	109	93.0000	0.8791	0.8785
24711	109	109	109	93.0000	0.8791	0.8785
24712	109	109	109	93.0000	0.8791	0.8785
24713	109	109	109	91.0000	0.8602	0.8596
24714	109	109	109	93.0000	0.8791	0.8785
24715	109	109	109	93.0000	0.8791	0.8785
24716	109	109	109	92.0000	0.8697	0.8691
24717	109	109	109	93.0000	0.8791	0.8785
24718	109	109	109	93.0000	0.8791	0.8785
24719	109	109	109	93.0000	0.8791	0.8785
