Tree	Tree_taxa	RefTree_taxa	Common_taxa	R-F	R-F_toYuleAvg	R-F_toUnifAvg
54596	109	109	109	93.0000	0.8791	0.8785
54597	109	109	109	93.0000	0.8791	0.8785
54598	109	109	109	93.0000	0.8791	0.8785
54599	109	109	109	93.0000	0.8791	0.8785
54600	109	109	109	93.0000	0.8791	0.8785
54601	109	109	109	93.0000	0.8791	0.8785
54602	109	109	109	93.0000	0.8791	0.8785
54603	109	109	109	93.0000	0.8791	0.8785
54604	109	109	109	93.0000	0.8791	0.8785
54605	109	109	109	92.0000	0.8697	0.8691
54606	109	109	109	93.0000	0.8791	0.8785
54607	109	109	109	93.0000	0.8791	0.8785
54608	109	109	109	93.0000	0.8791	0.8785
54609	109	109	109	91.0000	0.8602	0.8596
54610	109	109	109	93.0000	0.8791	0.8785
54611	109	109	109	93.0000	0.8791	0.8785
54612	109	109	109	93.0000	0.8791	0.8785
54613	109	109	109	93.0000	0.8791	0.8785
54614	109	109	109	93.0000	0.8791	0.8785
54615	109	109	109	93.0000	0.8791	0.8785
54616	109	109	109	93.0000	0.8791	0.8785
54617	109	109	109	93.0000	0.8791	0.8785
54618	109	109	109	92.0000	0.8697	0.8691
54619	109	109	109	92.0000	0.8697	0.8691
54620	109	109	109	93.0000	0.8791	0.8785
54621	109	109	109	92.0000	0.8697	0.8691
54622	109	109	109	92.0000	0.8697	0.8691
54623	109	109	109	92.0000	0.8697	0.8691
54624	109	109	109	93.0000	0.8791	0.8785
54625	109	109	109	92.0000	0.8697	0.8691
54626	109	109	109	93.0000	0.8791	0.8785
54627	109	109	109	92.0000	0.8697	0.8691
54628	109	109	109	93.0000	0.8791	0.8785
54629	109	109	109	93.0000	0.8791	0.8785
54630	109	109	109	93.0000	0.8791	0.8785
54631	109	109	109	93.0000	0.8791	0.8785
54632	109	109	109	92.0000	0.8697	0.8691
54633	109	109	109	93.0000	0.8791	0.8785
54634	109	109	109	92.0000	0.8697	0.8691
54635	109	109	109	93.0000	0.8791	0.8785
54636	109	109	109	93.0000	0.8791	0.8785
54637	109	109	109	93.0000	0.8791	0.8785
54638	109	109	109	92.0000	0.8697	0.8691
54639	109	109	109	93.0000	0.8791	0.8785
54640	109	109	109	92.0000	0.8697	0.8691
54641	109	109	109	93.0000	0.8791	0.8785
54642	109	109	109	93.0000	0.8791	0.8785
54643	109	109	109	93.0000	0.8791	0.8785
54644	109	109	109	92.0000	0.8697	0.8691
54645	109	109	109	92.0000	0.8697	0.8691
54646	109	109	109	93.0000	0.8791	0.8785
54647	109	109	109	93.0000	0.8791	0.8785
54648	109	109	109	93.0000	0.8791	0.8785
54649	109	109	109	93.0000	0.8791	0.8785
54650	109	109	109	93.0000	0.8791	0.8785
54651	109	109	109	92.0000	0.8697	0.8691
54652	109	109	109	93.0000	0.8791	0.8785
54653	109	109	109	93.0000	0.8791	0.8785
54654	109	109	109	92.0000	0.8697	0.8691
54655	109	109	109	93.0000	0.8791	0.8785
54656	109	109	109	93.0000	0.8791	0.8785
54657	109	109	109	93.0000	0.8791	0.8785
54658	109	109	109	92.0000	0.8697	0.8691
54659	109	109	109	93.0000	0.8791	0.8785
54660	109	109	109	93.0000	0.8791	0.8785
54661	109	109	109	93.0000	0.8791	0.8785
54662	109	109	109	93.0000	0.8791	0.8785
54663	109	109	109	93.0000	0.8791	0.8785
54664	109	109	109	93.0000	0.8791	0.8785
54665	109	109	109	93.0000	0.8791	0.8785
54666	109	109	109	93.0000	0.8791	0.8785
54667	109	109	109	93.0000	0.8791	0.8785
54668	109	109	109	93.0000	0.8791	0.8785
54669	109	109	109	93.0000	0.8791	0.8785
54670	109	109	109	93.0000	0.8791	0.8785
54671	109	109	109	93.0000	0.8791	0.8785
54672	109	109	109	92.0000	0.8697	0.8691
54673	109	109	109	93.0000	0.8791	0.8785
54674	109	109	109	92.0000	0.8697	0.8691
54675	109	109	109	93.0000	0.8791	0.8785
54676	109	109	109	93.0000	0.8791	0.8785
54677	109	109	109	93.0000	0.8791	0.8785
54678	109	109	109	93.0000	0.8791	0.8785
54679	109	109	109	93.0000	0.8791	0.8785
54680	109	109	109	93.0000	0.8791	0.8785
54681	109	109	109	93.0000	0.8791	0.8785
54682	109	109	109	93.0000	0.8791	0.8785
54683	109	109	109	93.0000	0.8791	0.8785
54684	109	109	109	93.0000	0.8791	0.8785
54685	109	109	109	92.0000	0.8697	0.8691
54686	109	109	109	93.0000	0.8791	0.8785
54687	109	109	109	93.0000	0.8791	0.8785
54688	109	109	109	93.0000	0.8791	0.8785
54689	109	109	109	93.0000	0.8791	0.8785
54690	109	109	109	93.0000	0.8791	0.8785
54691	109	109	109	93.0000	0.8791	0.8785
54692	109	109	109	92.0000	0.8697	0.8691
54693	109	109	109	91.0000	0.8602	0.8596
54694	109	109	109	92.0000	0.8697	0.8691
54695	109	109	109	93.0000	0.8791	0.8785
54696	109	109	109	93.0000	0.8791	0.8785
54697	109	109	109	93.0000	0.8791	0.8785
54698	109	109	109	92.0000	0.8697	0.8691
54699	109	109	109	93.0000	0.8791	0.8785
54700	109	109	109	92.0000	0.8697	0.8691
54701	109	109	109	93.0000	0.8791	0.8785
54702	109	109	109	93.0000	0.8791	0.8785
54703	109	109	109	93.0000	0.8791	0.8785
54704	109	109	109	92.0000	0.8697	0.8691
54705	109	109	109	93.0000	0.8791	0.8785
54706	109	109	109	93.0000	0.8791	0.8785
54707	109	109	109	93.0000	0.8791	0.8785
54708	109	109	109	93.0000	0.8791	0.8785
54709	109	109	109	92.0000	0.8697	0.8691
54710	109	109	109	93.0000	0.8791	0.8785
54711	109	109	109	92.0000	0.8697	0.8691
54712	109	109	109	93.0000	0.8791	0.8785
54713	109	109	109	92.0000	0.8697	0.8691
54714	109	109	109	93.0000	0.8791	0.8785
54715	109	109	109	93.0000	0.8791	0.8785
54716	109	109	109	93.0000	0.8791	0.8785
54717	109	109	109	93.0000	0.8791	0.8785
54718	109	109	109	93.0000	0.8791	0.8785
54719	109	109	109	93.0000	0.8791	0.8785
54720	109	109	109	93.0000	0.8791	0.8785
54721	109	109	109	90.0000	0.8508	0.8502
54722	109	109	109	93.0000	0.8791	0.8785
54723	109	109	109	93.0000	0.8791	0.8785
54724	109	109	109	92.0000	0.8697	0.8691
54725	109	109	109	93.0000	0.8791	0.8785
54726	109	109	109	91.0000	0.8602	0.8596
54727	109	109	109	92.0000	0.8697	0.8691
54728	109	109	109	92.0000	0.8697	0.8691
54729	109	109	109	93.0000	0.8791	0.8785
54730	109	109	109	93.0000	0.8791	0.8785
54731	109	109	109	92.0000	0.8697	0.8691
54732	109	109	109	93.0000	0.8791	0.8785
54733	109	109	109	93.0000	0.8791	0.8785
54734	109	109	109	93.0000	0.8791	0.8785
54735	109	109	109	93.0000	0.8791	0.8785
54736	109	109	109	92.0000	0.8697	0.8691
54737	109	109	109	93.0000	0.8791	0.8785
54738	109	109	109	93.0000	0.8791	0.8785
54739	109	109	109	93.0000	0.8791	0.8785
54740	109	109	109	93.0000	0.8791	0.8785
54741	109	109	109	93.0000	0.8791	0.8785
54742	109	109	109	92.0000	0.8697	0.8691
54743	109	109	109	93.0000	0.8791	0.8785
54744	109	109	109	92.0000	0.8697	0.8691
54745	109	109	109	93.0000	0.8791	0.8785
54746	109	109	109	92.0000	0.8697	0.8691
54747	109	109	109	93.0000	0.8791	0.8785
54748	109	109	109	93.0000	0.8791	0.8785
54749	109	109	109	93.0000	0.8791	0.8785
54750	109	109	109	92.0000	0.8697	0.8691
54751	109	109	109	93.0000	0.8791	0.8785
54752	109	109	109	91.0000	0.8602	0.8596
54753	109	109	109	93.0000	0.8791	0.8785
54754	109	109	109	93.0000	0.8791	0.8785
54755	109	109	109	93.0000	0.8791	0.8785
54756	109	109	109	92.0000	0.8697	0.8691
54757	109	109	109	93.0000	0.8791	0.8785
54758	109	109	109	93.0000	0.8791	0.8785
54759	109	109	109	93.0000	0.8791	0.8785
54760	109	109	109	93.0000	0.8791	0.8785
54761	109	109	109	93.0000	0.8791	0.8785
54762	109	109	109	93.0000	0.8791	0.8785
54763	109	109	109	92.0000	0.8697	0.8691
54764	109	109	109	92.0000	0.8697	0.8691
54765	109	109	109	93.0000	0.8791	0.8785
54766	109	109	109	93.0000	0.8791	0.8785
54767	109	109	109	92.0000	0.8697	0.8691
54768	109	109	109	93.0000	0.8791	0.8785
54769	109	109	109	91.0000	0.8602	0.8596
54770	109	109	109	93.0000	0.8791	0.8785
54771	109	109	109	92.0000	0.8697	0.8691
54772	109	109	109	93.0000	0.8791	0.8785
54773	109	109	109	93.0000	0.8791	0.8785
54774	109	109	109	92.0000	0.8697	0.8691
54775	109	109	109	92.0000	0.8697	0.8691
54776	109	109	109	93.0000	0.8791	0.8785
54777	109	109	109	93.0000	0.8791	0.8785
54778	109	109	109	92.0000	0.8697	0.8691
54779	109	109	109	93.0000	0.8791	0.8785
54780	109	109	109	93.0000	0.8791	0.8785
54781	109	109	109	93.0000	0.8791	0.8785
54782	109	109	109	93.0000	0.8791	0.8785
54783	109	109	109	93.0000	0.8791	0.8785
54784	109	109	109	93.0000	0.8791	0.8785
54785	109	109	109	93.0000	0.8791	0.8785
54786	109	109	109	93.0000	0.8791	0.8785
54787	109	109	109	93.0000	0.8791	0.8785
54788	109	109	109	93.0000	0.8791	0.8785
54789	109	109	109	93.0000	0.8791	0.8785
54790	109	109	109	93.0000	0.8791	0.8785
54791	109	109	109	93.0000	0.8791	0.8785
54792	109	109	109	93.0000	0.8791	0.8785
54793	109	109	109	93.0000	0.8791	0.8785
54794	109	109	109	93.0000	0.8791	0.8785
54795	109	109	109	92.0000	0.8697	0.8691
54796	109	109	109	93.0000	0.8791	0.8785
54797	109	109	109	93.0000	0.8791	0.8785
54798	109	109	109	93.0000	0.8791	0.8785
54799	109	109	109	93.0000	0.8791	0.8785
54800	109	109	109	93.0000	0.8791	0.8785
54801	109	109	109	93.0000	0.8791	0.8785
54802	109	109	109	92.0000	0.8697	0.8691
54803	109	109	109	93.0000	0.8791	0.8785
54804	109	109	109	93.0000	0.8791	0.8785
54805	109	109	109	93.0000	0.8791	0.8785
54806	109	109	109	92.0000	0.8697	0.8691
54807	109	109	109	93.0000	0.8791	0.8785
54808	109	109	109	92.0000	0.8697	0.8691
54809	109	109	109	93.0000	0.8791	0.8785
54810	109	109	109	93.0000	0.8791	0.8785
54811	109	109	109	93.0000	0.8791	0.8785
54812	109	109	109	93.0000	0.8791	0.8785
54813	109	109	109	93.0000	0.8791	0.8785
54814	109	109	109	93.0000	0.8791	0.8785
54815	109	109	109	93.0000	0.8791	0.8785
54816	109	109	109	93.0000	0.8791	0.8785
54817	109	109	109	93.0000	0.8791	0.8785
54818	109	109	109	92.0000	0.8697	0.8691
54819	109	109	109	92.0000	0.8697	0.8691
54820	109	109	109	93.0000	0.8791	0.8785
54821	109	109	109	93.0000	0.8791	0.8785
54822	109	109	109	92.0000	0.8697	0.8691
54823	109	109	109	93.0000	0.8791	0.8785
54824	109	109	109	93.0000	0.8791	0.8785
54825	109	109	109	93.0000	0.8791	0.8785
54826	109	109	109	93.0000	0.8791	0.8785
54827	109	109	109	92.0000	0.8697	0.8691
54828	109	109	109	93.0000	0.8791	0.8785
54829	109	109	109	93.0000	0.8791	0.8785
54830	109	109	109	93.0000	0.8791	0.8785
54831	109	109	109	93.0000	0.8791	0.8785
54832	109	109	109	93.0000	0.8791	0.8785
54833	109	109	109	93.0000	0.8791	0.8785
54834	109	109	109	91.0000	0.8602	0.8596
54835	109	109	109	93.0000	0.8791	0.8785
54836	109	109	109	92.0000	0.8697	0.8691
54837	109	109	109	93.0000	0.8791	0.8785
54838	109	109	109	93.0000	0.8791	0.8785
54839	109	109	109	93.0000	0.8791	0.8785
54840	109	109	109	93.0000	0.8791	0.8785
54841	109	109	109	93.0000	0.8791	0.8785
54842	109	109	109	93.0000	0.8791	0.8785
54843	109	109	109	92.0000	0.8697	0.8691
54844	109	109	109	92.0000	0.8697	0.8691
54845	109	109	109	92.0000	0.8697	0.8691
54846	109	109	109	92.0000	0.8697	0.8691
54847	109	109	109	92.0000	0.8697	0.8691
54848	109	109	109	93.0000	0.8791	0.8785
54849	109	109	109	93.0000	0.8791	0.8785
54850	109	109	109	93.0000	0.8791	0.8785
54851	109	109	109	93.0000	0.8791	0.8785
54852	109	109	109	93.0000	0.8791	0.8785
54853	109	109	109	93.0000	0.8791	0.8785
54854	109	109	109	93.0000	0.8791	0.8785
54855	109	109	109	93.0000	0.8791	0.8785
54856	109	109	109	93.0000	0.8791	0.8785
54857	109	109	109	93.0000	0.8791	0.8785
54858	109	109	109	92.0000	0.8697	0.8691
54859	109	109	109	93.0000	0.8791	0.8785
54860	109	109	109	93.0000	0.8791	0.8785
54861	109	109	109	93.0000	0.8791	0.8785
54862	109	109	109	93.0000	0.8791	0.8785
54863	109	109	109	93.0000	0.8791	0.8785
54864	109	109	109	92.0000	0.8697	0.8691
54865	109	109	109	93.0000	0.8791	0.8785
54866	109	109	109	92.0000	0.8697	0.8691
54867	109	109	109	92.0000	0.8697	0.8691
54868	109	109	109	93.0000	0.8791	0.8785
54869	109	109	109	92.0000	0.8697	0.8691
54870	109	109	109	93.0000	0.8791	0.8785
54871	109	109	109	93.0000	0.8791	0.8785
54872	109	109	109	92.0000	0.8697	0.8691
54873	109	109	109	93.0000	0.8791	0.8785
54874	109	109	109	93.0000	0.8791	0.8785
54875	109	109	109	93.0000	0.8791	0.8785
54876	109	109	109	93.0000	0.8791	0.8785
54877	109	109	109	93.0000	0.8791	0.8785
54878	109	109	109	93.0000	0.8791	0.8785
54879	109	109	109	93.0000	0.8791	0.8785
54880	109	109	109	93.0000	0.8791	0.8785
54881	109	109	109	93.0000	0.8791	0.8785
54882	109	109	109	93.0000	0.8791	0.8785
54883	109	109	109	92.0000	0.8697	0.8691
54884	109	109	109	93.0000	0.8791	0.8785
54885	109	109	109	91.0000	0.8602	0.8596
54886	109	109	109	93.0000	0.8791	0.8785
54887	109	109	109	93.0000	0.8791	0.8785
54888	109	109	109	93.0000	0.8791	0.8785
54889	109	109	109	93.0000	0.8791	0.8785
54890	109	109	109	93.0000	0.8791	0.8785
54891	109	109	109	93.0000	0.8791	0.8785
54892	109	109	109	92.0000	0.8697	0.8691
54893	109	109	109	93.0000	0.8791	0.8785
54894	109	109	109	93.0000	0.8791	0.8785
54895	109	109	109	93.0000	0.8791	0.8785
54896	109	109	109	93.0000	0.8791	0.8785
54897	109	109	109	92.0000	0.8697	0.8691
54898	109	109	109	93.0000	0.8791	0.8785
54899	109	109	109	92.0000	0.8697	0.8691
54900	109	109	109	92.0000	0.8697	0.8691
54901	109	109	109	93.0000	0.8791	0.8785
54902	109	109	109	93.0000	0.8791	0.8785
54903	109	109	109	93.0000	0.8791	0.8785
54904	109	109	109	93.0000	0.8791	0.8785
54905	109	109	109	93.0000	0.8791	0.8785
54906	109	109	109	92.0000	0.8697	0.8691
54907	109	109	109	92.0000	0.8697	0.8691
54908	109	109	109	93.0000	0.8791	0.8785
54909	109	109	109	93.0000	0.8791	0.8785
54910	109	109	109	93.0000	0.8791	0.8785
54911	109	109	109	93.0000	0.8791	0.8785
54912	109	109	109	93.0000	0.8791	0.8785
54913	109	109	109	93.0000	0.8791	0.8785
54914	109	109	109	92.0000	0.8697	0.8691
54915	109	109	109	93.0000	0.8791	0.8785
54916	109	109	109	93.0000	0.8791	0.8785
54917	109	109	109	93.0000	0.8791	0.8785
54918	109	109	109	92.0000	0.8697	0.8691
54919	109	109	109	93.0000	0.8791	0.8785
54920	109	109	109	93.0000	0.8791	0.8785
54921	109	109	109	93.0000	0.8791	0.8785
54922	109	109	109	93.0000	0.8791	0.8785
54923	109	109	109	93.0000	0.8791	0.8785
54924	109	109	109	93.0000	0.8791	0.8785
54925	109	109	109	93.0000	0.8791	0.8785
54926	109	109	109	93.0000	0.8791	0.8785
54927	109	109	109	92.0000	0.8697	0.8691
54928	109	109	109	92.0000	0.8697	0.8691
54929	109	109	109	93.0000	0.8791	0.8785
54930	109	109	109	92.0000	0.8697	0.8691
54931	109	109	109	93.0000	0.8791	0.8785
54932	109	109	109	93.0000	0.8791	0.8785
54933	109	109	109	93.0000	0.8791	0.8785
54934	109	109	109	92.0000	0.8697	0.8691
54935	109	109	109	93.0000	0.8791	0.8785
54936	109	109	109	92.0000	0.8697	0.8691
54937	109	109	109	93.0000	0.8791	0.8785
54938	109	109	109	93.0000	0.8791	0.8785
54939	109	109	109	93.0000	0.8791	0.8785
54940	109	109	109	93.0000	0.8791	0.8785
54941	109	109	109	93.0000	0.8791	0.8785
54942	109	109	109	93.0000	0.8791	0.8785
54943	109	109	109	93.0000	0.8791	0.8785
54944	109	109	109	92.0000	0.8697	0.8691
54945	109	109	109	93.0000	0.8791	0.8785
54946	109	109	109	93.0000	0.8791	0.8785
54947	109	109	109	93.0000	0.8791	0.8785
54948	109	109	109	93.0000	0.8791	0.8785
54949	109	109	109	92.0000	0.8697	0.8691
54950	109	109	109	93.0000	0.8791	0.8785
54951	109	109	109	92.0000	0.8697	0.8691
54952	109	109	109	92.0000	0.8697	0.8691
54953	109	109	109	93.0000	0.8791	0.8785
54954	109	109	109	93.0000	0.8791	0.8785
54955	109	109	109	93.0000	0.8791	0.8785
54956	109	109	109	93.0000	0.8791	0.8785
54957	109	109	109	92.0000	0.8697	0.8691
54958	109	109	109	93.0000	0.8791	0.8785
54959	109	109	109	92.0000	0.8697	0.8691
54960	109	109	109	93.0000	0.8791	0.8785
54961	109	109	109	93.0000	0.8791	0.8785
54962	109	109	109	93.0000	0.8791	0.8785
54963	109	109	109	93.0000	0.8791	0.8785
54964	109	109	109	93.0000	0.8791	0.8785
54965	109	109	109	93.0000	0.8791	0.8785
54966	109	109	109	93.0000	0.8791	0.8785
54967	109	109	109	92.0000	0.8697	0.8691
54968	109	109	109	93.0000	0.8791	0.8785
54969	109	109	109	93.0000	0.8791	0.8785
54970	109	109	109	93.0000	0.8791	0.8785
54971	109	109	109	93.0000	0.8791	0.8785
54972	109	109	109	93.0000	0.8791	0.8785
54973	109	109	109	92.0000	0.8697	0.8691
54974	109	109	109	93.0000	0.8791	0.8785
54975	109	109	109	93.0000	0.8791	0.8785
54976	109	109	109	93.0000	0.8791	0.8785
54977	109	109	109	93.0000	0.8791	0.8785
54978	109	109	109	92.0000	0.8697	0.8691
54979	109	109	109	93.0000	0.8791	0.8785
54980	109	109	109	93.0000	0.8791	0.8785
54981	109	109	109	93.0000	0.8791	0.8785
54982	109	109	109	93.0000	0.8791	0.8785
54983	109	109	109	93.0000	0.8791	0.8785
54984	109	109	109	93.0000	0.8791	0.8785
54985	109	109	109	93.0000	0.8791	0.8785
54986	109	109	109	93.0000	0.8791	0.8785
54987	109	109	109	93.0000	0.8791	0.8785
54988	109	109	109	93.0000	0.8791	0.8785
54989	109	109	109	93.0000	0.8791	0.8785
54990	109	109	109	92.0000	0.8697	0.8691
54991	109	109	109	93.0000	0.8791	0.8785
54992	109	109	109	92.0000	0.8697	0.8691
54993	109	109	109	92.0000	0.8697	0.8691
54994	109	109	109	93.0000	0.8791	0.8785
54995	109	109	109	93.0000	0.8791	0.8785
54996	109	109	109	93.0000	0.8791	0.8785
54997	109	109	109	93.0000	0.8791	0.8785
54998	109	109	109	93.0000	0.8791	0.8785
54999	109	109	109	93.0000	0.8791	0.8785
55000	109	109	109	93.0000	0.8791	0.8785
55001	109	109	109	92.0000	0.8697	0.8691
55002	109	109	109	93.0000	0.8791	0.8785
55003	109	109	109	93.0000	0.8791	0.8785
55004	109	109	109	92.0000	0.8697	0.8691
55005	109	109	109	93.0000	0.8791	0.8785
55006	109	109	109	93.0000	0.8791	0.8785
55007	109	109	109	93.0000	0.8791	0.8785
55008	109	109	109	93.0000	0.8791	0.8785
55009	109	109	109	93.0000	0.8791	0.8785
55010	109	109	109	93.0000	0.8791	0.8785
55011	109	109	109	92.0000	0.8697	0.8691
55012	109	109	109	93.0000	0.8791	0.8785
55013	109	109	109	93.0000	0.8791	0.8785
55014	109	109	109	93.0000	0.8791	0.8785
55015	109	109	109	93.0000	0.8791	0.8785
55016	109	109	109	92.0000	0.8697	0.8691
55017	109	109	109	93.0000	0.8791	0.8785
55018	109	109	109	91.0000	0.8602	0.8596
55019	109	109	109	93.0000	0.8791	0.8785
55020	109	109	109	93.0000	0.8791	0.8785
55021	109	109	109	93.0000	0.8791	0.8785
55022	109	109	109	93.0000	0.8791	0.8785
55023	109	109	109	93.0000	0.8791	0.8785
55024	109	109	109	93.0000	0.8791	0.8785
55025	109	109	109	92.0000	0.8697	0.8691
55026	109	109	109	92.0000	0.8697	0.8691
55027	109	109	109	92.0000	0.8697	0.8691
55028	109	109	109	93.0000	0.8791	0.8785
55029	109	109	109	92.0000	0.8697	0.8691
55030	109	109	109	93.0000	0.8791	0.8785
55031	109	109	109	92.0000	0.8697	0.8691
55032	109	109	109	93.0000	0.8791	0.8785
55033	109	109	109	93.0000	0.8791	0.8785
55034	109	109	109	93.0000	0.8791	0.8785
55035	109	109	109	93.0000	0.8791	0.8785
55036	109	109	109	93.0000	0.8791	0.8785
55037	109	109	109	93.0000	0.8791	0.8785
55038	109	109	109	92.0000	0.8697	0.8691
55039	109	109	109	93.0000	0.8791	0.8785
55040	109	109	109	92.0000	0.8697	0.8691
55041	109	109	109	93.0000	0.8791	0.8785
55042	109	109	109	92.0000	0.8697	0.8691
55043	109	109	109	93.0000	0.8791	0.8785
55044	109	109	109	93.0000	0.8791	0.8785
55045	109	109	109	93.0000	0.8791	0.8785
55046	109	109	109	93.0000	0.8791	0.8785
55047	109	109	109	93.0000	0.8791	0.8785
55048	109	109	109	93.0000	0.8791	0.8785
55049	109	109	109	93.0000	0.8791	0.8785
55050	109	109	109	93.0000	0.8791	0.8785
55051	109	109	109	92.0000	0.8697	0.8691
55052	109	109	109	93.0000	0.8791	0.8785
55053	109	109	109	92.0000	0.8697	0.8691
55054	109	109	109	92.0000	0.8697	0.8691
55055	109	109	109	92.0000	0.8697	0.8691
55056	109	109	109	93.0000	0.8791	0.8785
55057	109	109	109	93.0000	0.8791	0.8785
55058	109	109	109	93.0000	0.8791	0.8785
55059	109	109	109	92.0000	0.8697	0.8691
55060	109	109	109	93.0000	0.8791	0.8785
55061	109	109	109	93.0000	0.8791	0.8785
55062	109	109	109	93.0000	0.8791	0.8785
55063	109	109	109	91.0000	0.8602	0.8596
55064	109	109	109	93.0000	0.8791	0.8785
55065	109	109	109	93.0000	0.8791	0.8785
55066	109	109	109	92.0000	0.8697	0.8691
55067	109	109	109	93.0000	0.8791	0.8785
55068	109	109	109	92.0000	0.8697	0.8691
55069	109	109	109	93.0000	0.8791	0.8785
55070	109	109	109	93.0000	0.8791	0.8785
55071	109	109	109	92.0000	0.8697	0.8691
55072	109	109	109	93.0000	0.8791	0.8785
55073	109	109	109	93.0000	0.8791	0.8785
55074	109	109	109	93.0000	0.8791	0.8785
55075	109	109	109	93.0000	0.8791	0.8785
55076	109	109	109	93.0000	0.8791	0.8785
55077	109	109	109	93.0000	0.8791	0.8785
55078	109	109	109	93.0000	0.8791	0.8785
55079	109	109	109	92.0000	0.8697	0.8691
55080	109	109	109	92.0000	0.8697	0.8691
55081	109	109	109	93.0000	0.8791	0.8785
55082	109	109	109	93.0000	0.8791	0.8785
55083	109	109	109	93.0000	0.8791	0.8785
55084	109	109	109	93.0000	0.8791	0.8785
55085	109	109	109	93.0000	0.8791	0.8785
55086	109	109	109	91.0000	0.8602	0.8596
55087	109	109	109	92.0000	0.8697	0.8691
55088	109	109	109	92.0000	0.8697	0.8691
55089	109	109	109	93.0000	0.8791	0.8785
55090	109	109	109	93.0000	0.8791	0.8785
55091	109	109	109	93.0000	0.8791	0.8785
55092	109	109	109	93.0000	0.8791	0.8785
55093	109	109	109	93.0000	0.8791	0.8785
55094	109	109	109	93.0000	0.8791	0.8785
55095	109	109	109	92.0000	0.8697	0.8691
55096	109	109	109	93.0000	0.8791	0.8785
55097	109	109	109	93.0000	0.8791	0.8785
55098	109	109	109	93.0000	0.8791	0.8785
55099	109	109	109	93.0000	0.8791	0.8785
55100	109	109	109	93.0000	0.8791	0.8785
55101	109	109	109	93.0000	0.8791	0.8785
55102	109	109	109	93.0000	0.8791	0.8785
55103	109	109	109	93.0000	0.8791	0.8785
55104	109	109	109	93.0000	0.8791	0.8785
55105	109	109	109	93.0000	0.8791	0.8785
55106	109	109	109	92.0000	0.8697	0.8691
55107	109	109	109	93.0000	0.8791	0.8785
55108	109	109	109	93.0000	0.8791	0.8785
55109	109	109	109	93.0000	0.8791	0.8785
55110	109	109	109	93.0000	0.8791	0.8785
55111	109	109	109	92.0000	0.8697	0.8691
55112	109	109	109	93.0000	0.8791	0.8785
55113	109	109	109	91.0000	0.8602	0.8596
55114	109	109	109	92.0000	0.8697	0.8691
55115	109	109	109	93.0000	0.8791	0.8785
55116	109	109	109	93.0000	0.8791	0.8785
55117	109	109	109	92.0000	0.8697	0.8691
55118	109	109	109	93.0000	0.8791	0.8785
55119	109	109	109	93.0000	0.8791	0.8785
55120	109	109	109	93.0000	0.8791	0.8785
55121	109	109	109	93.0000	0.8791	0.8785
55122	109	109	109	93.0000	0.8791	0.8785
55123	109	109	109	93.0000	0.8791	0.8785
55124	109	109	109	93.0000	0.8791	0.8785
55125	109	109	109	93.0000	0.8791	0.8785
55126	109	109	109	93.0000	0.8791	0.8785
55127	109	109	109	93.0000	0.8791	0.8785
55128	109	109	109	93.0000	0.8791	0.8785
55129	109	109	109	93.0000	0.8791	0.8785
55130	109	109	109	93.0000	0.8791	0.8785
55131	109	109	109	93.0000	0.8791	0.8785
55132	109	109	109	93.0000	0.8791	0.8785
55133	109	109	109	92.0000	0.8697	0.8691
55134	109	109	109	93.0000	0.8791	0.8785
55135	109	109	109	93.0000	0.8791	0.8785
55136	109	109	109	93.0000	0.8791	0.8785
55137	109	109	109	93.0000	0.8791	0.8785
55138	109	109	109	92.0000	0.8697	0.8691
55139	109	109	109	92.0000	0.8697	0.8691
55140	109	109	109	93.0000	0.8791	0.8785
55141	109	109	109	93.0000	0.8791	0.8785
55142	109	109	109	92.0000	0.8697	0.8691
55143	109	109	109	93.0000	0.8791	0.8785
55144	109	109	109	93.0000	0.8791	0.8785
55145	109	109	109	93.0000	0.8791	0.8785
55146	109	109	109	93.0000	0.8791	0.8785
55147	109	109	109	93.0000	0.8791	0.8785
55148	109	109	109	93.0000	0.8791	0.8785
55149	109	109	109	93.0000	0.8791	0.8785
55150	109	109	109	93.0000	0.8791	0.8785
55151	109	109	109	93.0000	0.8791	0.8785
55152	109	109	109	93.0000	0.8791	0.8785
55153	109	109	109	93.0000	0.8791	0.8785
55154	109	109	109	93.0000	0.8791	0.8785
55155	109	109	109	93.0000	0.8791	0.8785
55156	109	109	109	92.0000	0.8697	0.8691
55157	109	109	109	93.0000	0.8791	0.8785
55158	109	109	109	93.0000	0.8791	0.8785
55159	109	109	109	93.0000	0.8791	0.8785
55160	109	109	109	93.0000	0.8791	0.8785
55161	109	109	109	93.0000	0.8791	0.8785
55162	109	109	109	93.0000	0.8791	0.8785
55163	109	109	109	93.0000	0.8791	0.8785
55164	109	109	109	93.0000	0.8791	0.8785
55165	109	109	109	93.0000	0.8791	0.8785
55166	109	109	109	92.0000	0.8697	0.8691
55167	109	109	109	93.0000	0.8791	0.8785
55168	109	109	109	93.0000	0.8791	0.8785
55169	109	109	109	93.0000	0.8791	0.8785
55170	109	109	109	93.0000	0.8791	0.8785
55171	109	109	109	93.0000	0.8791	0.8785
55172	109	109	109	93.0000	0.8791	0.8785
55173	109	109	109	92.0000	0.8697	0.8691
55174	109	109	109	93.0000	0.8791	0.8785
55175	109	109	109	93.0000	0.8791	0.8785
55176	109	109	109	93.0000	0.8791	0.8785
